from_country_iso3,to_country_iso3,year,n_migrations,n_migrations_back,netmigrations,decade,corridor,flow_direction,flow_size_category
UKR,CHN,2014,5,1,4,2010s,UKR-CHN,Net flow to destination,Large
SVN,ESP,2008,2,3,-1,2000s,SVN-ESP,Net flow back to origin,Medium
KOR,UZB,2019,4,3,1,2010s,KOR-UZB,Net flow to destination,Large
ZAF,CZE,2008,2,1,1,2000s,ZAF-CZE,Net flow to destination,Medium
AUS,URY,2006,3,1,2,2000s,AUS-URY,Net flow to destination,Medium
BEL,IDN,2020,7,8,-1,2020s,BEL-IDN,Net flow back to origin,Large
SDN,KEN,2018,1,3,-2,2010s,SDN-KEN,Net flow back to origin,Small
CHE,ROU,2004,4,4,0,2000s,CHE-ROU,Balanced,Large
PRT,SGP,2022,2,3,-1,2020s,PRT-SGP,Net flow back to origin,Medium
RUS,TJK,2020,7,2,5,2020s,RUS-TJK,Net flow to destination,Large
TWN,PHL,2016,6,3,3,2010s,TWN-PHL,Net flow to destination,Large
CRI,FRA,2017,4,4,0,2010s,CRI-FRA,Balanced,Large
USA,BLR,2011,2,6,-4,2010s,USA-BLR,Net flow back to origin,Medium
ARM,FRA,2023,2,1,1,2020s,ARM-FRA,Net flow to destination,Medium
KEN,BEL,2021,8,2,6,2020s,KEN-BEL,Net flow to destination,Large
BGD,USA,2005,6,12,-6,2000s,BGD-USA,Net flow back to origin,Large
JAM,CAN,2021,5,5,0,2020s,JAM-CAN,Balanced,Large
DZA,PRT,2023,2,2,0,2020s,DZA-PRT,Balanced,Medium
HND,MEX,2022,1,2,-1,2020s,HND-MEX,Net flow back to origin,Small
AUT,TWN,2001,2,1,1,2000s,AUT-TWN,Net flow to destination,Medium
EGY,MAR,2022,1,1,0,2020s,EGY-MAR,Balanced,Small
PRT,GHA,2023,2,2,0,2020s,PRT-GHA,Balanced,Medium
BGR,ITA,2014,6,3,3,2010s,BGR-ITA,Net flow to destination,Large
KAZ,KGZ,2021,4,9,-5,2020s,KAZ-KGZ,Net flow back to origin,Large
MAC,HKG,2022,8,12,-4,2020s,MAC-HKG,Net flow back to origin,Large
CUB,ESP,2023,11,8,3,2020s,CUB-ESP,Net flow to destination,Very Large
SGP,NZL,1998,3,2,1,1990s,SGP-NZL,Net flow to destination,Medium
ISL,NOR,1999,3,5,-2,1990s,ISL-NOR,Net flow back to origin,Medium
ISR,PSE,2000,4,6,-2,2000s,ISR-PSE,Net flow back to origin,Large
PHL,GBR,2000,2,2,0,2000s,PHL-GBR,Balanced,Medium
BEL,VNM,2007,2,3,-1,2000s,BEL-VNM,Net flow back to origin,Medium
RUS,BGR,2016,2,3,-1,2010s,RUS-BGR,Net flow back to origin,Medium
POL,DNK,2002,8,4,4,2000s,POL-DNK,Net flow to destination,Large
DNK,POL,2003,9,7,2,2000s,DNK-POL,Net flow to destination,Large
ESP,POL,2004,4,5,-1,2000s,ESP-POL,Net flow back to origin,Large
ZAF,ISR,2000,4,3,1,2000s,ZAF-ISR,Net flow to destination,Large
UKR,HUN,2017,3,1,2,2010s,UKR-HUN,Net flow to destination,Medium
DEU,IRN,2001,6,10,-4,2000s,DEU-IRN,Net flow back to origin,Large
GHA,NLD,2000,1,1,0,2000s,GHA-NLD,Balanced,Small
NIC,SWE,1997,2,1,1,1990s,NIC-SWE,Net flow to destination,Medium
PRT,ZAF,2009,2,2,0,2000s,PRT-ZAF,Balanced,Medium
SRB,MNE,2002,3,5,-2,2000s,SRB-MNE,Net flow back to origin,Medium
LIE,USA,2005,2,2,0,2000s,LIE-USA,Balanced,Medium
BRA,RUS,2009,4,2,2,2000s,BRA-RUS,Net flow to destination,Large
FIN,KOR,2002,2,1,1,2000s,FIN-KOR,Net flow to destination,Medium
NAM,ZAF,2001,1,1,0,2000s,NAM-ZAF,Balanced,Small
HUN,AUS,2018,7,8,-1,2010s,HUN-AUS,Net flow back to origin,Large
AUS,HUN,2019,4,1,3,2010s,AUS-HUN,Net flow to destination,Large
CHE,THA,1999,2,4,-2,1990s,CHE-THA,Net flow back to origin,Medium
IDN,THA,2001,2,1,1,2000s,IDN-THA,Net flow to destination,Medium
CHE,VNM,2020,7,2,5,2020s,CHE-VNM,Net flow to destination,Large
EGY,PAK,2009,2,3,-1,2000s,EGY-PAK,Net flow back to origin,Medium
AUS,RUS,2004,8,15,-7,2000s,AUS-RUS,Net flow back to origin,Large
SWE,PAK,1999,1,4,-3,1990s,SWE-PAK,Net flow back to origin,Small
AUT,PRT,2010,6,5,1,2010s,AUT-PRT,Net flow to destination,Large
PRT,SRB,2001,1,2,-1,2000s,PRT-SRB,Net flow back to origin,Small
CHN,BRA,1997,5,1,4,1990s,CHN-BRA,Net flow to destination,Large
KHM,AUS,2021,3,4,-1,2020s,KHM-AUS,Net flow back to origin,Medium
BLR,GBR,2003,1,4,-3,2000s,BLR-GBR,Net flow back to origin,Small
CHE,ARE,2013,1,1,0,2010s,CHE-ARE,Balanced,Small
TWN,CHE,1999,1,3,-2,1990s,TWN-CHE,Net flow back to origin,Small
PHL,THA,2014,1,3,-2,2010s,PHL-THA,Net flow back to origin,Small
HRV,PRT,2012,2,2,0,2010s,HRV-PRT,Balanced,Medium
FRA,HKG,2001,7,3,4,2000s,FRA-HKG,Net flow to destination,Large
CAN,ECU,2005,1,2,-1,2000s,CAN-ECU,Net flow back to origin,Small
ESP,TUR,2003,4,2,2,2000s,ESP-TUR,Net flow to destination,Large
BFA,SEN,2008,4,1,3,2000s,BFA-SEN,Net flow to destination,Large
MAR,PRT,2012,1,1,0,2010s,MAR-PRT,Balanced,Small
MAC,TWN,2023,3,1,2,2020s,MAC-TWN,Net flow to destination,Medium
NCL,AUS,2019,4,1,3,2010s,NCL-AUS,Net flow to destination,Large
NCL,AUS,2021,1,3,-2,2020s,NCL-AUS,Net flow back to origin,Small
CHE,PAK,2022,3,7,-4,2020s,CHE-PAK,Net flow back to origin,Medium
MLI,COD,2017,2,1,1,2010s,MLI-COD,Net flow to destination,Medium
DNK,CZE,2017,5,3,2,2010s,DNK-CZE,Net flow to destination,Large
MAC,USA,2017,7,14,-7,2010s,MAC-USA,Net flow back to origin,Large
MLT,GRC,2021,2,3,-1,2020s,MLT-GRC,Net flow back to origin,Medium
ZMB,GBR,2008,1,2,-1,2000s,ZMB-GBR,Net flow back to origin,Small
ESP,GTM,2013,4,1,3,2010s,ESP-GTM,Net flow to destination,Large
UKR,ESP,2013,4,5,-1,2010s,UKR-ESP,Net flow back to origin,Large
NLD,LUX,2016,3,8,-5,2010s,NLD-LUX,Net flow back to origin,Medium
POL,CHL,2016,3,3,0,2010s,POL-CHL,Balanced,Medium
TWN,KOR,2007,6,3,3,2000s,TWN-KOR,Net flow to destination,Large
USA,SYR,2011,6,2,4,2010s,USA-SYR,Net flow to destination,Large
ALB,SRB,2012,6,10,-4,2010s,ALB-SRB,Net flow back to origin,Large
DNK,SGP,2010,4,3,1,2010s,DNK-SGP,Net flow to destination,Large
MEX,SGP,2019,1,1,0,2010s,MEX-SGP,Balanced,Small
HUN,CZE,2009,4,4,0,2000s,HUN-CZE,Balanced,Large
CHE,LIE,2015,1,2,-1,2010s,CHE-LIE,Net flow back to origin,Small
NLD,MAR,2016,3,1,2,2010s,NLD-MAR,Net flow to destination,Medium
MAR,NLD,2020,1,1,0,2020s,MAR-NLD,Balanced,Small
CIV,DEU,2020,4,3,1,2020s,CIV-DEU,Net flow to destination,Large
KAZ,ZAF,2022,1,1,0,2020s,KAZ-ZAF,Balanced,Small
ITA,MDG,2019,1,1,0,2010s,ITA-MDG,Balanced,Small
NGA,GMB,2020,6,2,4,2020s,NGA-GMB,Net flow to destination,Large
ETH,NOR,2012,5,6,-1,2010s,ETH-NOR,Net flow back to origin,Large
GBR,MOZ,2014,4,2,2,2010s,GBR-MOZ,Net flow to destination,Large
MYS,IRL,2017,7,5,2,2010s,MYS-IRL,Net flow to destination,Large
NOR,AUS,2009,13,13,0,2000s,NOR-AUS,Balanced,Very Large
CAN,POL,2009,16,14,2,2000s,CAN-POL,Net flow to destination,Very Large
TZA,NLD,2014,1,7,-6,2010s,TZA-NLD,Net flow back to origin,Small
BIH,ITA,2021,2,2,0,2020s,BIH-ITA,Balanced,Medium
IRQ,EGY,2017,2,10,-8,2010s,IRQ-EGY,Net flow back to origin,Medium
MKD,ITA,2013,2,1,1,2010s,MKD-ITA,Net flow to destination,Medium
LTU,NOR,2014,2,2,0,2010s,LTU-NOR,Balanced,Medium
UKR,PRT,2006,3,1,2,2000s,UKR-PRT,Net flow to destination,Medium
ROU,IND,2015,1,5,-4,2010s,ROU-IND,Net flow back to origin,Small
EST,ESP,2018,3,2,1,2010s,EST-ESP,Net flow to destination,Medium
NPL,ISR,2019,1,2,-1,2010s,NPL-ISR,Net flow back to origin,Small
NLD,MEX,2021,10,18,-8,2020s,NLD-MEX,Net flow back to origin,Large
LAO,IDN,2014,1,1,0,2010s,LAO-IDN,Balanced,Small
SWE,FRO,2015,1,1,0,2010s,SWE-FRO,Balanced,Small
BHR,IRL,2017,2,1,1,2010s,BHR-IRL,Net flow to destination,Medium
FRO,ISL,2017,1,1,0,2010s,FRO-ISL,Balanced,Small
DOM,ESP,2016,2,6,-4,2010s,DOM-ESP,Net flow back to origin,Medium
CHE,CHL,2007,6,5,1,2000s,CHE-CHL,Net flow to destination,Large
DEU,CUB,2018,3,7,-4,2010s,DEU-CUB,Net flow back to origin,Medium
VNM,CHE,2019,3,4,-1,2010s,VNM-CHE,Net flow back to origin,Medium
DEU,GIN,2016,1,1,0,2010s,DEU-GIN,Balanced,Small
KOR,MAC,2020,1,1,0,2020s,KOR-MAC,Balanced,Small
CAN,MAR,2023,4,3,1,2020s,CAN-MAR,Net flow to destination,Large
GRC,HUN,2019,3,1,2,2010s,GRC-HUN,Net flow to destination,Medium
CRI,AUS,2016,2,1,1,2010s,CRI-AUS,Net flow to destination,Medium
TUN,CAN,2022,6,3,3,2020s,TUN-CAN,Net flow to destination,Large
USA,DOM,2018,1,1,0,2010s,USA-DOM,Balanced,Small
CZE,ARG,2017,2,1,1,2010s,CZE-ARG,Net flow to destination,Medium
USA,PLW,2014,1,2,-1,2010s,USA-PLW,Net flow back to origin,Small
MNG,TWN,2021,4,1,3,2020s,MNG-TWN,Net flow to destination,Large
DEU,TWN,2024,1,1,0,2020s,DEU-TWN,Balanced,Small
FRA,GAB,2018,13,5,8,2010s,FRA-GAB,Net flow to destination,Very Large
ARE,ARG,2020,1,1,0,2020s,ARE-ARG,Balanced,Small
PAK,TWN,2020,6,5,1,2020s,PAK-TWN,Net flow to destination,Large
SWE,KOR,2017,7,11,-4,2010s,SWE-KOR,Net flow back to origin,Large
VNM,ITA,2019,3,6,-3,2010s,VNM-ITA,Net flow back to origin,Medium
ISR,CYP,2022,2,2,0,2020s,ISR-CYP,Balanced,Medium
TUN,CHE,2018,5,4,1,2010s,TUN-CHE,Net flow to destination,Large
CHN,LUX,2021,5,5,0,2020s,CHN-LUX,Balanced,Large
POL,HRV,2018,1,1,0,2010s,POL-HRV,Balanced,Small
POL,MEX,2018,4,1,3,2010s,POL-MEX,Net flow to destination,Large
DEU,PER,2023,1,8,-7,2020s,DEU-PER,Net flow back to origin,Small
ROU,CHE,2023,2,2,0,2020s,ROU-CHE,Balanced,Medium
ECU,AUS,2017,3,3,0,2010s,ECU-AUS,Balanced,Medium
ETH,ZAF,2014,7,7,0,2010s,ETH-ZAF,Balanced,Large
GBR,BLR,2007,1,7,-6,2000s,GBR-BLR,Net flow back to origin,Small
HRV,CZE,2020,3,1,2,2020s,HRV-CZE,Net flow to destination,Medium
ITA,JOR,2016,4,4,0,2010s,ITA-JOR,Balanced,Large
SRB,ISR,2019,1,1,0,2010s,SRB-ISR,Balanced,Small
DZA,MAR,2020,3,5,-2,2020s,DZA-MAR,Net flow back to origin,Medium
USA,TUN,2021,2,9,-7,2020s,USA-TUN,Net flow back to origin,Medium
ISR,DNK,2007,4,1,3,2000s,ISR-DNK,Net flow to destination,Large
BOL,FRA,2019,1,3,-2,2010s,BOL-FRA,Net flow back to origin,Small
ZAF,TWN,2019,1,4,-3,2010s,ZAF-TWN,Net flow back to origin,Small
CRI,MEX,2020,4,5,-1,2020s,CRI-MEX,Net flow back to origin,Large
SVN,BIH,2019,4,5,-1,2010s,SVN-BIH,Net flow back to origin,Large
EGY,ETH,2022,1,1,0,2020s,EGY-ETH,Balanced,Small
IRQ,EGY,2022,6,8,-2,2020s,IRQ-EGY,Net flow back to origin,Large
USA,MCO,2008,1,1,0,2000s,USA-MCO,Balanced,Small
BRB,JAM,2006,1,1,0,2000s,BRB-JAM,Balanced,Small
IND,AUT,2000,3,3,0,2000s,IND-AUT,Balanced,Medium
SGP,RUS,2013,3,2,1,2010s,SGP-RUS,Net flow to destination,Medium
ZAF,TUR,2011,2,3,-1,2010s,ZAF-TUR,Net flow back to origin,Medium
NAM,ZAF,2004,3,5,-2,2000s,NAM-ZAF,Net flow back to origin,Medium
GIN,FRA,2016,3,3,0,2010s,GIN-FRA,Balanced,Medium
MYS,LBY,2022,12,2,10,2020s,MYS-LBY,Net flow to destination,Very Large
ECU,CHL,2022,9,13,-4,2020s,ECU-CHL,Net flow back to origin,Large
FRA,JOR,2003,1,1,0,2000s,FRA-JOR,Balanced,Small
VIR,USA,2012,2,2,0,2010s,VIR-USA,Balanced,Medium
GHA,USA,2009,5,6,-1,2000s,GHA-USA,Net flow back to origin,Large
POL,SVN,2004,1,1,0,2000s,POL-SVN,Balanced,Small
UZB,USA,2007,3,4,-1,2000s,UZB-USA,Net flow back to origin,Medium
NER,USA,2000,1,1,0,2000s,NER-USA,Balanced,Small
BLR,NLD,2005,2,1,1,2000s,BLR-NLD,Net flow to destination,Medium
ARG,URY,2001,6,4,2,2000s,ARG-URY,Net flow to destination,Large
NLD,ISR,2005,5,12,-7,2000s,NLD-ISR,Net flow back to origin,Large
TGO,BEN,2005,2,1,1,2000s,TGO-BEN,Net flow to destination,Medium
ISL,GBR,2004,3,2,1,2000s,ISL-GBR,Net flow to destination,Medium
HUN,IRL,2022,2,2,0,2020s,HUN-IRL,Balanced,Medium
IRN,MYS,2006,1,2,-1,2000s,IRN-MYS,Net flow back to origin,Small
MEX,GRC,2007,1,2,-1,2000s,MEX-GRC,Net flow back to origin,Small
MAR,ITA,2005,2,6,-4,2000s,MAR-ITA,Net flow back to origin,Medium
ITA,FIN,2004,6,10,-4,2000s,ITA-FIN,Net flow back to origin,Large
TJK,RUS,2001,4,2,2,2000s,TJK-RUS,Net flow to destination,Large
SAU,BHR,2014,3,3,0,2010s,SAU-BHR,Balanced,Medium
ISR,GRC,2021,3,1,2,2020s,ISR-GRC,Net flow to destination,Medium
EGY,BEL,2009,3,2,1,2000s,EGY-BEL,Net flow to destination,Medium
BEL,EGY,2012,5,2,3,2010s,BEL-EGY,Net flow to destination,Large
ATG,USA,2017,4,1,3,2010s,ATG-USA,Net flow to destination,Large
BEL,SVK,2007,4,3,1,2000s,BEL-SVK,Net flow to destination,Large
VEN,FRA,2009,6,13,-7,2000s,VEN-FRA,Net flow back to origin,Large
TWN,ESP,2002,3,1,2,2000s,TWN-ESP,Net flow to destination,Medium
GRC,SGP,2013,3,2,1,2010s,GRC-SGP,Net flow to destination,Medium
VEN,CAN,2004,4,3,1,2000s,VEN-CAN,Net flow to destination,Large
DEU,PHL,2005,3,4,-1,2000s,DEU-PHL,Net flow back to origin,Medium
NLD,POL,2003,9,18,-9,2000s,NLD-POL,Net flow back to origin,Large
PAN,POL,2003,4,1,3,2000s,PAN-POL,Net flow to destination,Large
GRC,CAN,2010,13,7,6,2010s,GRC-CAN,Net flow to destination,Very Large
BWA,USA,2004,9,5,4,2000s,BWA-USA,Net flow to destination,Large
PRT,BRA,2024,4,1,3,2020s,PRT-BRA,Net flow to destination,Large
DNK,THA,2007,1,1,0,2000s,DNK-THA,Balanced,Small
ARG,PRT,2013,1,4,-3,2010s,ARG-PRT,Net flow back to origin,Small
AUS,KEN,2016,2,7,-5,2010s,AUS-KEN,Net flow back to origin,Medium
CHE,PNG,2002,2,1,1,2000s,CHE-PNG,Net flow to destination,Medium
ISL,NOR,2007,2,3,-1,2000s,ISL-NOR,Net flow back to origin,Medium
DEU,LVA,2002,8,6,2,2000s,DEU-LVA,Net flow to destination,Large
BRA,CHE,2007,8,8,0,2000s,BRA-CHE,Balanced,Large
KOR,POL,2021,5,3,2,2020s,KOR-POL,Net flow to destination,Large
OMN,ARE,2010,3,1,2,2010s,OMN-ARE,Net flow to destination,Medium
SGP,IDN,2005,2,2,0,2000s,SGP-IDN,Balanced,Medium
OMN,TUN,2018,1,5,-4,2010s,OMN-TUN,Net flow back to origin,Small
MNG,JPN,2003,1,6,-5,2000s,MNG-JPN,Net flow back to origin,Small
ETH,ZAF,2001,5,3,2,2000s,ETH-ZAF,Net flow to destination,Large
OMN,AUS,2011,1,5,-4,2010s,OMN-AUS,Net flow back to origin,Small
AUT,EGY,1999,1,2,-1,1990s,AUT-EGY,Net flow back to origin,Small
HUN,GRC,2019,1,3,-2,2010s,HUN-GRC,Net flow back to origin,Small
GBR,BWA,2003,7,5,2,2000s,GBR-BWA,Net flow to destination,Large
ROU,RUS,2016,2,3,-1,2010s,ROU-RUS,Net flow back to origin,Medium
BRB,ARE,2005,1,1,0,2000s,BRB-ARE,Balanced,Small
KOR,ISR,2004,1,2,-1,2000s,KOR-ISR,Net flow back to origin,Small
CZE,DNK,2016,6,4,2,2010s,CZE-DNK,Net flow to destination,Large
CAN,CZE,2013,10,11,-1,2010s,CAN-CZE,Net flow back to origin,Large
IRL,ISL,2013,1,3,-2,2010s,IRL-ISL,Net flow back to origin,Small
HKG,NZL,2020,8,4,4,2020s,HKG-NZL,Net flow to destination,Large
DNK,NZL,2008,8,4,4,2000s,DNK-NZL,Net flow to destination,Large
ISR,DNK,1998,1,1,0,1990s,ISR-DNK,Balanced,Small
HKG,NLD,2008,3,1,2,2000s,HKG-NLD,Net flow to destination,Medium
HKG,DEU,2000,3,7,-4,2000s,HKG-DEU,Net flow back to origin,Medium
CRI,CUB,2018,1,1,0,2010s,CRI-CUB,Balanced,Small
PAK,CHN,2002,3,4,-1,2000s,PAK-CHN,Net flow back to origin,Medium
IND,OMN,2005,9,5,4,2000s,IND-OMN,Net flow to destination,Large
FJI,GBR,2009,2,2,0,2000s,FJI-GBR,Balanced,Medium
TWN,DNK,2011,1,3,-2,2010s,TWN-DNK,Net flow back to origin,Small
JPN,MYS,1998,5,7,-2,1990s,JPN-MYS,Net flow back to origin,Large
NZL,IRL,2011,8,3,5,2010s,NZL-IRL,Net flow to destination,Large
KOR,TWN,1999,3,4,-1,1990s,KOR-TWN,Net flow back to origin,Medium
MWI,GMB,2012,1,1,0,2010s,MWI-GMB,Balanced,Small
TZA,IND,2015,6,4,2,2010s,TZA-IND,Net flow to destination,Large
ISR,ZAF,2009,1,1,0,2000s,ISR-ZAF,Balanced,Small
GBR,LUX,2006,2,3,-1,2000s,GBR-LUX,Net flow back to origin,Medium
LUX,GBR,2009,3,6,-3,2000s,LUX-GBR,Net flow back to origin,Medium
GBR,LUX,2023,6,3,3,2020s,GBR-LUX,Net flow to destination,Large
PAK,SGP,2015,3,6,-3,2010s,PAK-SGP,Net flow back to origin,Medium
SAU,PAK,2005,10,11,-1,2000s,SAU-PAK,Net flow back to origin,Large
ZWE,ZMB,2011,2,3,-1,2010s,ZWE-ZMB,Net flow back to origin,Medium
DEU,KAZ,2007,2,1,1,2000s,DEU-KAZ,Net flow to destination,Medium
GBR,BGD,2001,11,8,3,2000s,GBR-BGD,Net flow to destination,Very Large
ETH,ITA,2013,2,1,1,2010s,ETH-ITA,Net flow to destination,Medium
NOR,CAN,2013,13,17,-4,2010s,NOR-CAN,Net flow back to origin,Very Large
IRL,FRA,2000,12,14,-2,2000s,IRL-FRA,Net flow back to origin,Very Large
CHE,BGR,2006,3,5,-2,2000s,CHE-BGR,Net flow back to origin,Medium
ROU,CHE,2006,3,3,0,2000s,ROU-CHE,Balanced,Medium
ARM,CZE,1998,1,1,0,1990s,ARM-CZE,Balanced,Small
KEN,CHN,2014,2,4,-2,2010s,KEN-CHN,Net flow back to origin,Medium
TTO,GRD,2012,10,1,9,2010s,TTO-GRD,Net flow to destination,Large
CIV,BFA,2006,3,2,1,2000s,CIV-BFA,Net flow to destination,Medium
UKR,KOR,2011,4,3,1,2010s,UKR-KOR,Net flow to destination,Large
MEX,CUB,1997,7,6,1,1990s,MEX-CUB,Net flow to destination,Large
VNM,BEL,2005,3,2,1,2000s,VNM-BEL,Net flow to destination,Medium
MDA,FRA,2010,3,1,2,2010s,MDA-FRA,Net flow to destination,Medium
JPN,ARE,2010,5,1,4,2010s,JPN-ARE,Net flow to destination,Large
AUS,RUS,2001,3,13,-10,2000s,AUS-RUS,Net flow back to origin,Medium
AUS,ITA,2008,17,27,-10,2000s,AUS-ITA,Net flow back to origin,Very Large
NZL,HKG,2004,2,6,-4,2000s,NZL-HKG,Net flow back to origin,Medium
ITA,COG,2007,1,1,0,2000s,ITA-COG,Balanced,Small
HKG,KOR,2009,6,1,5,2000s,HKG-KOR,Net flow to destination,Large
KOR,SWE,2010,2,3,-1,2010s,KOR-SWE,Net flow back to origin,Medium
NLD,PHL,2011,2,2,0,2010s,NLD-PHL,Balanced,Medium
COL,VEN,2005,3,2,1,2000s,COL-VEN,Net flow to destination,Medium
JPN,NAM,2014,2,1,1,2010s,JPN-NAM,Net flow to destination,Medium
GRC,BRA,2013,1,2,-1,2010s,GRC-BRA,Net flow back to origin,Small
DEU,BFA,2008,1,3,-2,2000s,DEU-BFA,Net flow back to origin,Small
ERI,SDN,2017,1,1,0,2010s,ERI-SDN,Balanced,Small
CHN,PAK,1998,1,1,0,1990s,CHN-PAK,Balanced,Small
QAT,SAU,2017,6,17,-11,2010s,QAT-SAU,Net flow back to origin,Large
ISR,IRL,2007,3,1,2,2000s,ISR-IRL,Net flow to destination,Medium
ESP,AND,2008,6,2,4,2000s,ESP-AND,Net flow to destination,Large
IDN,SGP,2013,1,6,-5,2010s,IDN-SGP,Net flow back to origin,Small
NOR,MEX,2016,1,2,-1,2010s,NOR-MEX,Net flow back to origin,Small
SRB,BEL,2012,3,4,-1,2010s,SRB-BEL,Net flow back to origin,Medium
CPV,PRT,2019,1,3,-2,2010s,CPV-PRT,Net flow back to origin,Small
MAR,LBN,2021,1,2,-1,2020s,MAR-LBN,Net flow back to origin,Small
NGA,MYS,2008,4,1,3,2000s,NGA-MYS,Net flow to destination,Large
AUT,IRL,2015,3,5,-2,2010s,AUT-IRL,Net flow back to origin,Medium
ECU,USA,1999,7,6,1,1990s,ECU-USA,Net flow to destination,Large
IRN,ZAF,2021,2,7,-5,2020s,IRN-ZAF,Net flow back to origin,Medium
FRA,VNM,2007,10,5,5,2000s,FRA-VNM,Net flow to destination,Large
SAU,TUR,2003,2,2,0,2000s,SAU-TUR,Balanced,Medium
SVN,SRB,2007,1,3,-2,2000s,SVN-SRB,Net flow back to origin,Small
MEX,VEN,2011,3,9,-6,2010s,MEX-VEN,Net flow back to origin,Medium
CIV,BEL,2010,2,1,1,2010s,CIV-BEL,Net flow to destination,Medium
HUN,CHN,2018,3,6,-3,2010s,HUN-CHN,Net flow back to origin,Medium
SAU,ZAF,1997,4,5,-1,1990s,SAU-ZAF,Net flow back to origin,Large
POL,BLR,1999,3,3,0,1990s,POL-BLR,Balanced,Medium
BGD,THA,2018,2,3,-1,2010s,BGD-THA,Net flow back to origin,Medium
LTU,FIN,2022,4,6,-2,2020s,LTU-FIN,Net flow back to origin,Large
GBR,AFG,2013,1,2,-1,2010s,GBR-AFG,Net flow back to origin,Small
BEL,PAK,2019,5,4,1,2010s,BEL-PAK,Net flow to destination,Large
ARE,NZL,2019,3,8,-5,2010s,ARE-NZL,Net flow back to origin,Medium
USA,BHS,2010,1,4,-3,2010s,USA-BHS,Net flow back to origin,Small
JOR,OMN,2012,1,4,-3,2010s,JOR-OMN,Net flow back to origin,Small
TWN,CYP,2021,1,1,0,2020s,TWN-CYP,Balanced,Small
JPN,SDN,2007,3,1,2,2000s,JPN-SDN,Net flow to destination,Medium
HUN,AUS,2022,2,1,1,2020s,HUN-AUS,Net flow to destination,Medium
HUN,BRA,2022,3,7,-4,2020s,HUN-BRA,Net flow back to origin,Medium
BIH,JPN,2018,1,1,0,2010s,BIH-JPN,Balanced,Small
AUS,PER,2020,2,3,-1,2020s,AUS-PER,Net flow back to origin,Medium
LUX,NLD,2013,4,5,-1,2010s,LUX-NLD,Net flow back to origin,Large
SEN,MWI,2021,1,1,0,2020s,SEN-MWI,Balanced,Small
MCO,MAR,2020,1,1,0,2020s,MCO-MAR,Balanced,Small
KEN,FIN,2018,2,1,1,2010s,KEN-FIN,Net flow to destination,Medium
USA,VIR,2023,4,8,-4,2020s,USA-VIR,Net flow back to origin,Large
ISR,AZE,2016,1,1,0,2010s,ISR-AZE,Balanced,Small
ALB,USA,2010,4,9,-5,2010s,ALB-USA,Net flow back to origin,Large
BGR,UKR,2005,1,1,0,2000s,BGR-UKR,Balanced,Small
GBR,ROU,2002,9,16,-7,2000s,GBR-ROU,Net flow back to origin,Large
FIN,ITA,1999,4,11,-7,1990s,FIN-ITA,Net flow back to origin,Large
FRA,MYS,2019,8,10,-2,2010s,FRA-MYS,Net flow back to origin,Large
KAZ,UZB,2020,7,2,5,2020s,KAZ-UZB,Net flow to destination,Large
ARG,ISR,1999,4,4,0,1990s,ARG-ISR,Balanced,Large
BEL,FIN,2010,4,8,-4,2010s,BEL-FIN,Net flow back to origin,Large
CAN,IRQ,2010,1,1,0,2010s,CAN-IRQ,Balanced,Small
AUS,NCL,2019,1,4,-3,2010s,AUS-NCL,Net flow back to origin,Small
CZE,CAN,1998,3,10,-7,1990s,CZE-CAN,Net flow back to origin,Medium
ITA,GRC,1998,14,8,6,1990s,ITA-GRC,Net flow to destination,Very Large
COL,KEN,2013,2,1,1,2010s,COL-KEN,Net flow to destination,Medium
NOR,CAN,2003,9,6,3,2000s,NOR-CAN,Net flow to destination,Large
ROU,BEL,2000,2,2,0,2000s,ROU-BEL,Balanced,Medium
OMN,AUS,2009,4,7,-3,2000s,OMN-AUS,Net flow back to origin,Large
BEL,ARG,1998,1,1,0,1990s,BEL-ARG,Balanced,Small
ARE,FRA,2017,3,17,-14,2010s,ARE-FRA,Net flow back to origin,Medium
DNK,ZAF,2007,2,3,-1,2000s,DNK-ZAF,Net flow back to origin,Medium
OMN,DEU,2021,2,3,-1,2020s,OMN-DEU,Net flow back to origin,Medium
NGA,KOR,2001,2,2,0,2000s,NGA-KOR,Balanced,Medium
TZA,USA,2000,4,5,-1,2000s,TZA-USA,Net flow back to origin,Large
CHL,ARE,2014,1,1,0,2010s,CHL-ARE,Balanced,Small
SWE,KEN,2002,6,1,5,2000s,SWE-KEN,Net flow to destination,Large
FRA,THA,2001,4,7,-3,2000s,FRA-THA,Net flow back to origin,Large
BOL,FRA,2009,4,6,-2,2000s,BOL-FRA,Net flow back to origin,Large
CHE,NGA,2005,1,2,-1,2000s,CHE-NGA,Net flow back to origin,Small
GRC,ITA,2006,11,21,-10,2000s,GRC-ITA,Net flow back to origin,Very Large
UKR,MEX,2009,2,3,-1,2000s,UKR-MEX,Net flow back to origin,Medium
TUR,HKG,2004,1,1,0,2000s,TUR-HKG,Balanced,Small
ITA,SVK,2004,2,3,-1,2000s,ITA-SVK,Net flow back to origin,Medium
DZA,USA,2011,4,2,2,2010s,DZA-USA,Net flow to destination,Large
AUS,LKA,2000,3,2,1,2000s,AUS-LKA,Net flow to destination,Medium
NOR,JPN,2000,1,3,-2,2000s,NOR-JPN,Net flow back to origin,Small
TWN,SWE,2007,1,3,-2,2000s,TWN-SWE,Net flow back to origin,Small
